cdb29eaf5d6145d6978fd9c9d474a11d,0,Q7432
cdb29eaf5d6145d6978fd9c9d474a11d,2,Q4167410
cdb29eaf5d6145d6978fd9c9d474a11d,7,Q24564698
cdb29eaf5d6145d6978fd9c9d474a11d,8,Q122
cdb29eaf5d6145d6978fd9c9d474a11d,10,Q3245245
cdb29eaf5d6145d6978fd9c9d474a11d,11,Q26269989
cdb29eaf5d6145d6978fd9c9d474a11d,14,Q677
cdb29eaf5d6145d6978fd9c9d474a11d,15,Q731
cdb29eaf5d6145d6978fd9c9d474a11d,16,Q1993436
cdb29eaf5d6145d6978fd9c9d474a11d,17,Q706
cdb29eaf5d6145d6978fd9c9d474a11d,18,Q19620
cdb29eaf5d6145d6978fd9c9d474a11d,19,Q19636
cdb29eaf5d6145d6978fd9c9d474a11d,20,Q688
cdb29eaf5d6145d6978fd9c9d474a11d,23,Q11466
cdb29eaf5d6145d6978fd9c9d474a11d,25,Q34740
cdb29eaf5d6145d6978fd9c9d474a11d,26,Q108866087
cdb29eaf5d6145d6978fd9c9d474a11d,28,Q11500
cdb29eaf5d6145d6978fd9c9d474a11d,31,Q660
cdb29eaf5d6145d6978fd9c9d474a11d,32,Q658
cdb29eaf5d6145d6978fd9c9d474a11d,33,Q11579
cdb29eaf5d6145d6978fd9c9d474a11d,34,Q19636
cdb29eaf5d6145d6978fd9c9d474a11d,35,Q948
cdb29eaf5d6145d6978fd9c9d474a11d,36,Q663
cdb29eaf5d6145d6978fd9c9d474a11d,37,Q876
cdb29eaf5d6145d6978fd9c9d474a11d,38,Q1091
cdb29eaf5d6145d6978fd9c9d474a11d,39,Q706
