d45abd04bf62409b9531c36a747f3cba,2,Q7432
d45abd04bf62409b9531c36a747f3cba,3,Q24564698
d45abd04bf62409b9531c36a747f3cba,13,Q1801
d45abd04bf62409b9531c36a747f3cba,16,Q627
d45abd04bf62409b9531c36a747f3cba,17,Q623
d45abd04bf62409b9531c36a747f3cba,19,Q11579
d45abd04bf62409b9531c36a747f3cba,20,Q660
d45abd04bf62409b9531c36a747f3cba,21,Q706
d45abd04bf62409b9531c36a747f3cba,22,Q663
d45abd04bf62409b9531c36a747f3cba,23,Q19647
d45abd04bf62409b9531c36a747f3cba,24,Q677
d45abd04bf62409b9531c36a747f3cba,25,Q19647
d45abd04bf62409b9531c36a747f3cba,27,Q731
d45abd04bf62409b9531c36a747f3cba,28,Q658
d45abd04bf62409b9531c36a747f3cba,29,Q674
d45abd04bf62409b9531c36a747f3cba,31,Q758
d45abd04bf62409b9531c36a747f3cba,32,Q740
d45abd04bf62409b9531c36a747f3cba,33,Q753
d45abd04bf62409b9531c36a747f3cba,34,Q708
d45abd04bf62409b9531c36a747f3cba,35,Q938
d45abd04bf62409b9531c36a747f3cba,36,Q725
d45abd04bf62409b9531c36a747f3cba,37,Q744
d45abd04bf62409b9531c36a747f3cba,38,Q29539
d45abd04bf62409b9531c36a747f3cba,39,Q204570
d45abd04bf62409b9531c36a747f3cba,40,Q204570
d45abd04bf62409b9531c36a747f3cba,41,Q407142
d45abd04bf62409b9531c36a747f3cba,42,Q187607
