0be7652b187b45f5b111d51905c3c25b,2,Q7432
0be7652b187b45f5b111d51905c3c25b,3,Q24564698
0be7652b187b45f5b111d51905c3c25b,13,Q1801
0be7652b187b45f5b111d51905c3c25b,16,Q627
0be7652b187b45f5b111d51905c3c25b,17,Q623
0be7652b187b45f5b111d51905c3c25b,19,Q11579
0be7652b187b45f5b111d51905c3c25b,20,Q660
0be7652b187b45f5b111d51905c3c25b,21,Q706
0be7652b187b45f5b111d51905c3c25b,22,Q663
0be7652b187b45f5b111d51905c3c25b,23,Q19647
0be7652b187b45f5b111d51905c3c25b,24,Q677
0be7652b187b45f5b111d51905c3c25b,25,Q19647
0be7652b187b45f5b111d51905c3c25b,27,Q731
0be7652b187b45f5b111d51905c3c25b,28,Q658
0be7652b187b45f5b111d51905c3c25b,29,Q674
0be7652b187b45f5b111d51905c3c25b,31,Q758
0be7652b187b45f5b111d51905c3c25b,32,Q740
0be7652b187b45f5b111d51905c3c25b,33,Q753
0be7652b187b45f5b111d51905c3c25b,34,Q708
0be7652b187b45f5b111d51905c3c25b,35,Q938
0be7652b187b45f5b111d51905c3c25b,36,Q725
0be7652b187b45f5b111d51905c3c25b,37,Q744
0be7652b187b45f5b111d51905c3c25b,38,Q29539
0be7652b187b45f5b111d51905c3c25b,39,Q204570
0be7652b187b45f5b111d51905c3c25b,40,Q204570
0be7652b187b45f5b111d51905c3c25b,41,Q407142
0be7652b187b45f5b111d51905c3c25b,42,Q187607
