0dc3add04e344228bb140d5392399521,2,Q7432
0dc3add04e344228bb140d5392399521,3,Q24564698
0dc3add04e344228bb140d5392399521,13,Q1801
0dc3add04e344228bb140d5392399521,16,Q627
0dc3add04e344228bb140d5392399521,17,Q623
0dc3add04e344228bb140d5392399521,19,Q11579
0dc3add04e344228bb140d5392399521,20,Q660
0dc3add04e344228bb140d5392399521,21,Q706
0dc3add04e344228bb140d5392399521,22,Q663
0dc3add04e344228bb140d5392399521,23,Q19647
0dc3add04e344228bb140d5392399521,24,Q677
0dc3add04e344228bb140d5392399521,25,Q19647
0dc3add04e344228bb140d5392399521,27,Q731
0dc3add04e344228bb140d5392399521,28,Q658
0dc3add04e344228bb140d5392399521,29,Q674
0dc3add04e344228bb140d5392399521,31,Q758
0dc3add04e344228bb140d5392399521,32,Q740
0dc3add04e344228bb140d5392399521,33,Q753
0dc3add04e344228bb140d5392399521,34,Q708
0dc3add04e344228bb140d5392399521,35,Q938
0dc3add04e344228bb140d5392399521,36,Q725
0dc3add04e344228bb140d5392399521,37,Q744
0dc3add04e344228bb140d5392399521,38,Q29539
0dc3add04e344228bb140d5392399521,39,Q204570
0dc3add04e344228bb140d5392399521,40,Q204570
0dc3add04e344228bb140d5392399521,41,Q407142
0dc3add04e344228bb140d5392399521,42,Q187607
