41952d192bb044e5bf2172e3e38612f9,0,Q7432
41952d192bb044e5bf2172e3e38612f9,2,Q4167410
41952d192bb044e5bf2172e3e38612f9,7,Q24564698
41952d192bb044e5bf2172e3e38612f9,8,Q5151
41952d192bb044e5bf2172e3e38612f9,10,Q34027
41952d192bb044e5bf2172e3e38612f9,11,Q36477
41952d192bb044e5bf2172e3e38612f9,14,Q677
41952d192bb044e5bf2172e3e38612f9,15,Q731
41952d192bb044e5bf2172e3e38612f9,16,Q1993436
41952d192bb044e5bf2172e3e38612f9,17,Q706
41952d192bb044e5bf2172e3e38612f9,18,Q19620
41952d192bb044e5bf2172e3e38612f9,19,Q19636
41952d192bb044e5bf2172e3e38612f9,20,Q1815100
41952d192bb044e5bf2172e3e38612f9,23,Q11466
41952d192bb044e5bf2172e3e38612f9,25,Q34740
41952d192bb044e5bf2172e3e38612f9,26,Q108866087
41952d192bb044e5bf2172e3e38612f9,28,Q11500
41952d192bb044e5bf2172e3e38612f9,31,Q660
41952d192bb044e5bf2172e3e38612f9,32,Q658
41952d192bb044e5bf2172e3e38612f9,33,Q11579
41952d192bb044e5bf2172e3e38612f9,34,Q19636
41952d192bb044e5bf2172e3e38612f9,35,Q948
41952d192bb044e5bf2172e3e38612f9,36,Q663
41952d192bb044e5bf2172e3e38612f9,37,Q876
41952d192bb044e5bf2172e3e38612f9,38,Q1091
41952d192bb044e5bf2172e3e38612f9,39,Q706
