8249f8533f764f6dbd195a872c18fd6d,0,Q7432
8249f8533f764f6dbd195a872c18fd6d,2,Q4167410
8249f8533f764f6dbd195a872c18fd6d,7,Q24564698
8249f8533f764f6dbd195a872c18fd6d,8,Q5151
8249f8533f764f6dbd195a872c18fd6d,10,Q5227090
8249f8533f764f6dbd195a872c18fd6d,11,Q5227090
8249f8533f764f6dbd195a872c18fd6d,14,Q677
8249f8533f764f6dbd195a872c18fd6d,15,Q731
8249f8533f764f6dbd195a872c18fd6d,16,Q1993436
8249f8533f764f6dbd195a872c18fd6d,17,Q706
8249f8533f764f6dbd195a872c18fd6d,18,Q19620
8249f8533f764f6dbd195a872c18fd6d,19,Q19636
8249f8533f764f6dbd195a872c18fd6d,20,Q688
8249f8533f764f6dbd195a872c18fd6d,23,Q11466
8249f8533f764f6dbd195a872c18fd6d,25,Q34740
8249f8533f764f6dbd195a872c18fd6d,26,Q108866087
8249f8533f764f6dbd195a872c18fd6d,28,Q11500
8249f8533f764f6dbd195a872c18fd6d,31,Q660
8249f8533f764f6dbd195a872c18fd6d,32,Q658
8249f8533f764f6dbd195a872c18fd6d,33,Q11579
8249f8533f764f6dbd195a872c18fd6d,34,Q19636
8249f8533f764f6dbd195a872c18fd6d,35,Q948
8249f8533f764f6dbd195a872c18fd6d,36,Q663
8249f8533f764f6dbd195a872c18fd6d,37,Q876
8249f8533f764f6dbd195a872c18fd6d,38,Q1091
8249f8533f764f6dbd195a872c18fd6d,39,Q706
