f99ab21885664e20bd25d1cf848f4c5e,0,1,['Q423048']
f99ab21885664e20bd25d1cf848f4c5e,1,1,Q190154
f99ab21885664e20bd25d1cf848f4c5e,2,1,Q775170
f99ab21885664e20bd25d1cf848f4c5e,3,1,Q194422
f99ab21885664e20bd25d1cf848f4c5e,4,1,Q317393
f99ab21885664e20bd25d1cf848f4c5e,5,1,Q203033
f99ab21885664e20bd25d1cf848f4c5e,6,1,Q471785
f99ab21885664e20bd25d1cf848f4c5e,7,1,Q239381
f99ab21885664e20bd25d1cf848f4c5e,8,1,Q1067850
f99ab21885664e20bd25d1cf848f4c5e,9,1,Q2718257
f99ab21885664e20bd25d1cf848f4c5e,11,1,Q189484
f99ab21885664e20bd25d1cf848f4c5e,12,1,Q506308
f99ab21885664e20bd25d1cf848f4c5e,13,1,Q267565
f99ab21885664e20bd25d1cf848f4c5e,14,1,Q1091763
f99ab21885664e20bd25d1cf848f4c5e,15,1,Q33108
f99ab21885664e20bd25d1cf848f4c5e,16,1,Q137641
f99ab21885664e20bd25d1cf848f4c5e,17,1,Q124410
f99ab21885664e20bd25d1cf848f4c5e,18,1,Q36341
f99ab21885664e20bd25d1cf848f4c5e,19,1,Q33609
f99ab21885664e20bd25d1cf848f4c5e,20,1,Q145016
f99ab21885664e20bd25d1cf848f4c5e,21,1,Q144923
f99ab21885664e20bd25d1cf848f4c5e,22,1,Q27828380
f99ab21885664e20bd25d1cf848f4c5e,23,1,Q213141
f99ab21885664e20bd25d1cf848f4c5e,24,1,Q749577
f99ab21885664e20bd25d1cf848f4c5e,25,1,Q21347930
f99ab21885664e20bd25d1cf848f4c5e,26,1,Q2383035
f99ab21885664e20bd25d1cf848f4c5e,27,1,Q131907
f99ab21885664e20bd25d1cf848f4c5e,28,1,Q40678778
f99ab21885664e20bd25d1cf848f4c5e,29,1,Q19537
f99ab21885664e20bd25d1cf848f4c5e,31,1,Q160042
f99ab21885664e20bd25d1cf848f4c5e,32,1,Q1143192
f99ab21885664e20bd25d1cf848f4c5e,33,1,Q53741
f99ab21885664e20bd25d1cf848f4c5e,34,1,Q1267582
f99ab21885664e20bd25d1cf848f4c5e,35,1,Q1265346
f99ab21885664e20bd25d1cf848f4c5e,36,1,Q206273
f99ab21885664e20bd25d1cf848f4c5e,37,1,Q132922
f99ab21885664e20bd25d1cf848f4c5e,38,1,Q10298998
f99ab21885664e20bd25d1cf848f4c5e,39,1,Q32586607
f99ab21885664e20bd25d1cf848f4c5e,40,1,Q2668125
f99ab21885664e20bd25d1cf848f4c5e,41,1,Q720526
f99ab21885664e20bd25d1cf848f4c5e,42,1,Q375790
f99ab21885664e20bd25d1cf848f4c5e,43,1,Q204814
f99ab21885664e20bd25d1cf848f4c5e,44,1,Q190674
f99ab21885664e20bd25d1cf848f4c5e,45,1,Q24006022
f99ab21885664e20bd25d1cf848f4c5e,46,1,Q175329
f99ab21885664e20bd25d1cf848f4c5e,47,1,Q3315420
f99ab21885664e20bd25d1cf848f4c5e,48,1,Q23907
f99ab21885664e20bd25d1cf848f4c5e,49,1,Q586092
f99ab21885664e20bd25d1cf848f4c5e,50,1,Q4126704
f99ab21885664e20bd25d1cf848f4c5e,51,1,Q754992
f99ab21885664e20bd25d1cf848f4c5e,52,1,Q541813
f99ab21885664e20bd25d1cf848f4c5e,53,1,Q628239
f99ab21885664e20bd25d1cf848f4c5e,54,1,Q170598
f99ab21885664e20bd25d1cf848f4c5e,55,1,Q775300
f99ab21885664e20bd25d1cf848f4c5e,56,1,Q28106640
f99ab21885664e20bd25d1cf848f4c5e,57,1,Q379761
